Dane wejściowe
- Położenia wierzchołków wielokątów node_id x y
0 0.9 0.4
1 -0.2 -0.3 
2 -0.6 -0.7 
3 -0.2 -0.4 
4 0.33 0.7 
5 0.65 0
6 -1 -1
7 0 1
8 0.1 0.9
9 -0.6 -0.4 
10 -0.4 -0.2 
11 -1 0
12 1 0
13 0 0
14 -0.5 0.5
15 -0.4 -0.8 
16 0 -1
17 -1 1
18 0.3 0.65 
19 1 1
20 0 0.1

- Opis wielokątów poly_id nodes_id[...]
29 2.36630709529 1.20732325477 0.876632995117 2.16233477585
18 2.27685083552 2.05503955766 0.898872129455 1.23105288114
36 2.41124041276 1.92611498583 0.397229120685 1.61731238236
8 1.86801475236 2.24664088481 1.31777047642 0.652613439855
0 1.98369567084 1.75075527597 1.017880969 1.20477770778
47 1.5730287383 0.405154076301 1.96681462083 2.24795950537
0 0.524392092016 1.89303239289 2.36633486384 1.42898860117
4 1.3933612893 1.65867503719 1.45755138177 1.20668004677
11 1.94610316797 1.95669922427 1.14304085646 0.94682816666
21 2.71275494112 1.71471221837 0.231186530367 2.16811587842
4 2.2089601119 1.52278857459 0.686579150149 2.08102931681
4 2.02275193261 2.02119683438 0.946576187575 1.12996471542
47 1.32453814722 2.15288117536 1.81573277123 0.791088159629
29 2.16037113753 2.31753345247 1.35744181142 0.689528467779
4 1.44139148846 2.39306065332 1.88835304716 0.575803147357
9 1.22257578194 1.72201539917 1.51638252094 1.18055363621
0 1.16986330079 1.30405959635 1.77292194593 1.62547268669
15 2.04172259377 0.791675609093 1.45514280065 2.0725370765
48 0.757963512972 1.83537383892 2.32627728232 1.13891210213
19 1.52763792934 1.65831813082 1.50201302312 1.23682016591
32 1.43999259448 1.18872858278 1.38416100735 1.50206807268
36 0.774823085233 1.37756305588 1.91389556702 1.98056296868
39 1.77846036241 2.37528066921 1.88298711743 0.433365616198
12 2.09506414891 1.40131301383 0.879236525398 1.78351052481
49 1.90192279901 2.3561579437 1.38459035808 0.620153821939
7 1.38337974156 0.980645493182 1.51832447515 1.73035209877
33 1.7950624592 1.09051103483 1.0943409578 1.87630842719
49 0.806228860504 1.21881766082 2.19718080851 1.91805345692
35 1.26511367083 0.896384667496 1.94632099196 2.35555198815
35 1.82781601668 0.629256777049 1.51673425954 2.49587830746
34 1.21318574598 2.53075764644 2.29103829365 0.844609899943
17 1.66881134373 0.975452945621 1.25015596289 1.78165871391
22 0.325472918279 2.03049057236 2.49456595862 1.90873610573
48 0.760728624741 1.53254418342 2.17758763084 1.59595829663
34 1.78752381634 0.298558711677 1.86281583719 2.2906400313
19 1.34431150296 2.13898396153 1.65113638439 0.710881544537
18 2.16876897317 2.08660570961 0.765598591172 1.24327742281
40 1.31983157395 2.18313683758 1.872191845 0.812699832993
27 0.146614531808 1.97576517102 3.10523890302 1.93690575002
18 2.36682134366 2.12467737828 0.995878551016 1.0083672505
4 2.09677608719 1.58532580772 0.907309850625 1.64729374491
20 0.6059869 1.44050358383 2.320294244 1.6482959074
38 2.15784482714 0.990631163487 1.088831864 1.90979315683
38 1.75745692548 2.94284274592 1.73466337771 0.114158929674
34 1.31038476743 2.11845856225 1.89000889188 0.705663364985
17 0.675438103796 2.2189350111 2.29480089235 1.39646416607
43 0.390892538389 1.85819613982 2.53833504998 1.67290082558
45 1.95017054492 2.31385995083 1.29541260057 0.663091764973
49 1.65445526642 2.37498281181 1.79413531815 0.38243754587
28 1.77640000323 0.155000561515 1.89272295165 2.74853058985
47 0.403370364076 1.63299324607 2.30595382114 1.64710712072
16 0.10022181587 2.00892545033 2.93894414669 1.99237414711
3 1.39128927732 0.993377522799 1.59383248515 2.02693178935
18 0.963737469744 1.79165060302 1.79551154355 1.24029454956
26 2.03215250728 1.36496998272 0.790446429204 1.77393432003
2 2.09685576947 1.27949156404 0.959363252057 1.7324238307
19 2.51264761482 1.631787895 0.341396817887 1.59235974946
40 0.787756461791 1.66028992747 2.07811542036 1.3960488869
27 1.22383507932 2.22669368082 2.05462000971 0.75253904288
48 2.13148238118 0.932965464313 1.08963573374 2.17051365357
5 0.402190140436 1.58399612784 2.55240808943 2.07044810995
44 2.00683922784 0.255459781113 1.69604640774 2.55756085039
20 1.70301597485 2.84217513113 1.9580995354 0.149790812829
34 1.88806145489 2.27600386723 1.48454204872 0.649366298069
46 0.953640031832 1.45183434441 1.95049695127 1.5457373567
30 0.561678890632 1.98826291216 2.26801607975 1.47502886573
2 2.04772804621 2.8337066769 1.62238132494 0.22923430114
11 2.09470023776 2.83776116787 1.71427988669 0.154749817863
37 1.33033467095 1.17267419872 1.57378787846 1.56374290152
7 1.80485354913 0.847088735458 1.37908811425 2.11123062216
7 1.54506664052 1.02764068895 1.35433572596 1.5998287197
27 2.05636935768 1.46632575026 0.926630229133 1.44854032868
26 1.17989864074 1.68374897594 1.84117318766 1.22062821819
32 1.33622105704 1.23097281157 1.45229597488 1.56648836879
47 1.64490336906 0.362904190019 1.89337887903 2.76507914343
5 0.572240096198 1.99766871981 2.6841826926 1.52611732649
46 1.86502254061 2.53484889834 1.87496936412 0.230573629474
29 1.937075035 2.74755300725 1.68762802266 0.289986378526
32 1.18408033663 1.80856352182 1.75283834353 1.05075053221
46 1.83964038386 0.915568930817 1.16435533933 2.08053315077
24 0.362364714503 2.0059506457 2.64337615001 1.78311797081
12 2.62460643943 1.82615350788 0.148123661765 1.89929754396
0 2.48514982462 1.88416850096 0.161372368746 1.8880963294
27 0.38234762301 1.69833432368 2.65260245592 2.10341334345
- Python położenia ancorów anchor_id x y
0 1 1 1 -1 1 2 -1 -1 3 1 -1
